2,200 OK,0.2320133
59,200 OK,0.2300132
5,200 OK,0.2320133
4,200 OK,0.24701410000000001
58,200 OK,0.24801420000000002
10,200 OK,0.24801420000000002
57,200 OK,0.2500143
6,200 OK,0.2510143
102,200 OK,0.25301440000000003
3,200 OK,0.25401450000000003
54,200 OK,0.25301440000000003
7,200 OK,0.25301450000000003
8,200 OK,0.25301450000000003
55,200 OK,0.25401460000000003
9,200 OK,0.25401460000000003
60,200 OK,0.25801470000000004
56,200 OK,0.2600149
66,200 OK,0.2580148
17,200 OK,0.25701470000000004
13,200 OK,0.2600149
65,200 OK,0.2600149
62,200 OK,0.262015
61,200 OK,0.262015
11,200 OK,0.263015
63,200 OK,0.263015
64,200 OK,0.262015
68,200 OK,0.262015
16,200 OK,0.263015
19,200 OK,0.2620149
12,200 OK,0.2640151
71,200 OK,0.2640151
90,200 OK,0.261015
27,200 OK,0.262015
89,200 OK,0.263015
87,200 OK,0.263015
84,200 OK,0.263015
85,200 OK,0.2690154
26,200 OK,0.27501570000000003
86,200 OK,0.27501570000000003
80,200 OK,0.27601580000000003
25,200 OK,0.27601580000000003
81,200 OK,0.27701590000000004
31,200 OK,0.27501580000000003
91,200 OK,0.27601580000000003
28,200 OK,0.27701580000000003
83,200 OK,0.27801590000000004
96,200 OK,0.27601580000000003
88,200 OK,0.27801590000000004
33,200 OK,0.27701590000000004
35,200 OK,0.27701580000000003
93,200 OK,0.27801590000000004
30,200 OK,0.27901600000000004
29,200 OK,0.28001600000000004
1,200 OK,0.2880165
95,200 OK,0.27901590000000004
46,200 OK,0.27901600000000004
39,200 OK,0.27901600000000004
99,200 OK,0.2820161
97,200 OK,0.2820161
38,200 OK,0.2820162
98,200 OK,0.2830162
92,200 OK,0.2850163
34,200 OK,0.2840162
100,200 OK,0.2840162
32,200 OK,0.2860164
36,200 OK,0.2850163
94,200 OK,0.2870164
48,200 OK,0.2850163
37,200 OK,0.2860164
101,200 OK,0.2860164
199,200 OK,0.29701700000000003
104,200 OK,0.2840163
106,200 OK,0.2840163
44,200 OK,0.3050175
42,200 OK,0.3060175
107,200 OK,0.3090176
108,200 OK,0.3090176
109,200 OK,0.3080176
111,200 OK,0.3080176
43,200 OK,0.3070176
41,200 OK,0.3080176
150,200 OK,0.30201720000000004
151,200 OK,0.30201720000000004
148,200 OK,0.3050175
185,200 OK,0.30301730000000004
191,200 OK,0.30301730000000004
187,200 OK,0.30401730000000005
181,200 OK,0.3050174
53,200 OK,0.3180181
186,200 OK,0.3050174
110,200 OK,0.3160181
197,200 OK,0.3070175
155,200 OK,0.31901830000000003
112,200 OK,0.32001830000000003
45,200 OK,0.31901830000000003
196,200 OK,0.3170181
0,200 OK,0.34401970000000004
190,200 OK,0.31801820000000003
152,200 OK,0.3170181
193,200 OK,0.3180181
195,200 OK,0.3180181
177,200 OK,0.3270187
113,200 OK,0.3270187
198,200 OK,0.3180181
192,200 OK,0.31901820000000003
194,200 OK,0.31901820000000003
180,200 OK,0.32001830000000003
154,200 OK,0.31901820000000003
114,200 OK,0.3280188
158,200 OK,0.3290188
115,200 OK,0.3290188
156,200 OK,0.3290188
157,200 OK,0.3290188
117,200 OK,0.3350192
159,200 OK,0.3360192
118,200 OK,0.3370193
119,200 OK,0.3360192
116,200 OK,0.3380193
120,200 OK,0.3370192
160,200 OK,0.3380193
121,200 OK,0.3380193
130,200 OK,0.3520202
161,200 OK,0.3530202
126,200 OK,0.3520202
167,200 OK,0.3520201
163,200 OK,0.3530202
164,200 OK,0.3530202
128,200 OK,0.3530202
165,200 OK,0.3530202
132,200 OK,0.3530202
131,200 OK,0.3530202
166,200 OK,0.3540203
127,200 OK,0.3540203
162,200 OK,0.3560203
122,200 OK,0.3560203
123,200 OK,0.3560203
129,200 OK,0.3550203
124,200 OK,0.3560203
125,200 OK,0.3570204
133,200 OK,0.3550203
168,200 OK,0.3570204
169,200 OK,0.3570204
136,200 OK,0.36602100000000004
174,200 OK,0.36502090000000004
142,200 OK,0.36602090000000004
138,200 OK,0.36702100000000004
143,200 OK,0.36602090000000004
173,200 OK,0.36702100000000004
141,200 OK,0.36702100000000004
172,200 OK,0.36702100000000004
144,200 OK,0.36602090000000004
140,200 OK,0.36802110000000005
139,200 OK,0.36802110000000005
170,200 OK,0.36802110000000005
171,200 OK,0.36802110000000005
137,200 OK,0.36802110000000005
134,200 OK,0.36902110000000005
178,200 OK,0.36702100000000004
188,200 OK,0.36702100000000004
189,200 OK,0.36602090000000004
147,200 OK,0.36702100000000004
146,200 OK,0.36802100000000004
176,200 OK,0.36802100000000004
145,200 OK,0.36802100000000004
135,200 OK,0.3710212
175,200 OK,0.36902110000000005
179,200 OK,0.36802110000000005
149,200 OK,0.36702100000000004
183,200 OK,0.3710212
184,200 OK,0.3710212
182,200 OK,0.3720213
21,200 OK,0.5670324
75,200 OK,0.5670324
79,200 OK,0.5660324
23,200 OK,0.5700326
74,200 OK,0.5710326
82,200 OK,0.5710327000000001
22,200 OK,0.5720327000000001
76,200 OK,0.5720327000000001
18,200 OK,0.5840334
24,200 OK,0.5820333000000001
72,200 OK,0.5840334
73,200 OK,0.5850334
78,200 OK,0.5850334
70,200 OK,0.5870336
15,200 OK,0.5880337
69,200 OK,0.5860335
20,200 OK,0.6080347
77,200 OK,0.6140351000000001
103,200 OK,0.7700440000000001
40,200 OK,0.7750444000000001
47,200 OK,0.7760444000000001
105,200 OK,0.7740443
50,200 OK,0.7760444000000001
49,200 OK,0.7760444000000001
52,200 OK,0.7760443
51,200 OK,0.7760443
153,200 OK,0.8970513000000001
67,200 OK,4.0802334
14,200 OK,4.0802334
67,200 OK,0.1340076
199,200 OK,0.1350077
118,200 OK,0.2600149
71,200 OK,0.2600149
1,200 OK,0.2600149
68,200 OK,0.262015
121,200 OK,0.2610149
69,200 OK,0.2630151
127,200 OK,0.2590148
0,200 OK,0.2630151
120,200 OK,0.262015
122,200 OK,0.262015
123,200 OK,0.262015
125,200 OK,0.2610149
124,200 OK,0.2610149
119,200 OK,0.2640151
135,200 OK,0.2600149
128,200 OK,0.2640151
129,200 OK,0.2640151
133,200 OK,0.262015
139,200 OK,0.261015
131,200 OK,0.2640151
137,200 OK,0.262015
126,200 OK,0.2660152
132,200 OK,0.2650152
141,200 OK,0.2710155
130,200 OK,0.2880165
138,200 OK,0.2860164
140,200 OK,0.2850163
136,200 OK,0.2870165
134,200 OK,0.2880165
146,200 OK,0.2840163
152,200 OK,0.2830162
142,200 OK,0.2880165
151,200 OK,0.2860163
153,200 OK,0.2850163
143,200 OK,0.2890166
148,200 OK,0.2890165
150,200 OK,0.2880164
154,200 OK,0.2880165
147,200 OK,0.2900166
155,200 OK,0.2880165
144,200 OK,0.2920168
145,200 OK,0.2920168
164,200 OK,0.2920167
157,200 OK,0.2940169
159,200 OK,0.2940169
167,200 OK,0.2920167
156,200 OK,0.2960169
162,200 OK,0.2920167
160,200 OK,0.2950169
165,200 OK,0.2930168
149,200 OK,0.29901710000000004
161,200 OK,0.2950169
166,200 OK,0.2940168
158,200 OK,0.29701700000000003
180,200 OK,0.2930168
175,200 OK,0.30001710000000004
37,200 OK,0.2960169
38,200 OK,0.2960169
183,200 OK,0.29901710000000004
169,200 OK,0.30301730000000004
179,200 OK,0.30001720000000004
173,200 OK,0.3030174
182,200 OK,0.30101720000000004
178,200 OK,0.30201730000000004
176,200 OK,0.30301730000000004
185,200 OK,0.30101720000000004
3,200 OK,0.3040174
42,200 OK,0.29801710000000003
184,200 OK,0.30101720000000004
44,200 OK,0.2960169
41,200 OK,0.30001720000000004
5,200 OK,0.29901710000000004
36,200 OK,0.30301730000000004
40,200 OK,0.30201720000000004
4,200 OK,0.3040174
39,200 OK,0.30301730000000004
186,200 OK,0.3050174
10,200 OK,0.30001720000000004
43,200 OK,0.3090177
187,200 OK,0.3120179
14,200 OK,0.29801710000000003
13,200 OK,0.29801710000000003
45,200 OK,0.3080176
48,200 OK,0.3070176
47,200 OK,0.3110177
49,200 OK,0.3110178
25,200 OK,0.30101720000000004
192,200 OK,0.30001720000000004
190,200 OK,0.30101720000000004
11,200 OK,0.3050174
17,200 OK,0.30301730000000004
16,200 OK,0.3040174
6,200 OK,0.3150181
15,200 OK,0.3050174
12,200 OK,0.3060175
189,200 OK,0.3060175
24,200 OK,0.3080176
26,200 OK,0.3050175
188,200 OK,0.3080176
198,200 OK,0.3080176
196,200 OK,0.3100177
191,200 OK,0.3120179
193,200 OK,0.3110178
7,200 OK,0.3270187
18,200 OK,0.3160181
27,200 OK,0.3120178
194,200 OK,0.3130179
197,200 OK,0.3110178
195,200 OK,0.3130179
35,200 OK,0.3100177
30,200 OK,0.3110178
29,200 OK,0.3160181
72,200 OK,0.36402090000000004
31,200 OK,0.3160181
20,200 OK,0.31801820000000003
32,200 OK,0.31801820000000003
22,200 OK,0.31801820000000003
73,200 OK,0.36602100000000004
21,200 OK,0.31901830000000003
28,200 OK,0.32001830000000003
110,200 OK,0.36702100000000004
108,200 OK,0.36702100000000004
84,200 OK,0.36802110000000005
83,200 OK,0.36902110000000005
78,200 OK,0.36902110000000005
80,200 OK,0.37002120000000005
82,200 OK,0.37002120000000005
115,200 OK,0.3740214
50,200 OK,0.34301960000000004
77,200 OK,0.3750215
19,200 OK,0.3280188
34,200 OK,0.3270187
81,200 OK,0.3760215
76,200 OK,0.3760215
75,200 OK,0.3760215
33,200 OK,0.3290188
105,200 OK,0.3770216
51,200 OK,0.34601980000000004
8,200 OK,0.3490199
54,200 OK,0.34601980000000004
52,200 OK,0.34801990000000005
46,200 OK,0.35002
63,200 OK,0.34501980000000004
55,200 OK,0.34801990000000005
62,200 OK,0.34601980000000004
66,200 OK,0.34601980000000004
61,200 OK,0.34701990000000005
58,200 OK,0.34801990000000005
64,200 OK,0.34701980000000004
59,200 OK,0.3490199
23,200 OK,0.34601970000000004
65,200 OK,0.34801990000000005
56,200 OK,0.3510201
85,200 OK,0.38402200000000003
60,200 OK,0.3510201
79,200 OK,0.38602210000000003
117,200 OK,0.38802220000000004
86,200 OK,0.38902230000000004
112,200 OK,0.38902230000000004
57,200 OK,0.3550203
74,200 OK,0.38902230000000004
88,200 OK,0.38902230000000004
104,200 OK,0.38902230000000004
102,200 OK,0.38902230000000004
109,200 OK,0.39002230000000004
106,200 OK,0.39002230000000004
70,200 OK,0.39002230000000004
111,200 OK,0.39002230000000004
95,200 OK,0.3960227
89,200 OK,0.3960227
90,200 OK,0.3960227
94,200 OK,0.3960227
87,200 OK,0.3960227
92,200 OK,0.3960227
91,200 OK,0.3970227
93,200 OK,0.3970227
113,200 OK,0.3970227
116,200 OK,0.3980228
103,200 OK,0.3980228
114,200 OK,0.3990229
9,200 OK,0.36602100000000004
100,200 OK,0.3990229
97,200 OK,0.3990229
53,200 OK,0.36802100000000004
101,200 OK,0.401023
96,200 OK,0.401023
99,200 OK,0.401023
98,200 OK,0.402023
107,200 OK,0.402023
181,200 OK,4.0242302
171,200 OK,4.0292305
172,200 OK,4.0342308
2,200 OK,4.0582321
168,200 OK,4.0432312
177,200 OK,4.0402311
170,200 OK,4.0432312
163,200 OK,4.0452313
174,200 OK,4.0412311
199,200 OK,0.1700097
98,200 OK,0.17100980000000002
100,200 OK,0.2920167
99,200 OK,0.2940168
107,200 OK,0.30201730000000004
101,200 OK,0.3050175
2,200 OK,0.30101720000000004
102,200 OK,0.3050174
104,200 OK,0.3050174
0,200 OK,0.3060175
116,200 OK,0.30101720000000004
114,200 OK,0.30201730000000004
115,200 OK,0.30101720000000004
187,200 OK,0.2890166
14,200 OK,0.2830162
178,200 OK,0.2950168
18,200 OK,0.2890166
197,200 OK,0.2940168
196,200 OK,0.2940168
192,200 OK,0.2960169
22,200 OK,0.2940168
66,200 OK,0.2940168
13,200 OK,0.29901710000000004
188,200 OK,0.30301730000000004
58,200 OK,0.2950168
11,200 OK,0.30301730000000004
193,200 OK,0.30101720000000004
190,200 OK,0.30301730000000004
198,200 OK,0.30001710000000004
20,200 OK,0.2960169
16,200 OK,0.29801710000000003
194,200 OK,0.30201730000000004
17,200 OK,0.29801710000000003
191,200 OK,0.30301730000000004
189,200 OK,0.3040174
57,200 OK,0.30101720000000004
15,200 OK,0.30101720000000004
21,200 OK,0.29901710000000004
195,200 OK,0.3040174
23,200 OK,0.29701700000000003
19,200 OK,0.29901710000000004
